scenario_id,condition,run_id,turn,speaker,text,job_description,salary,working_hours,pension_fund,leased_car,promotion_possibilities,decision,candidate_utility,employer_utility
1,cooperative,2,0,Candidate,"{
  ""message"": ""I am interested in the Project Manager role, but I was hoping to discuss a salary of 85000."",
  ""job_description"": ""Project Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Project Manager,85000,9,20%,Yes,Fast,continue,0.8181818181818182,0.2727272727272727
1,cooperative,2,1,Employer,"{
  ""message"": ""I am willing to consider your proposal for Project Manager role with a salary of 85000. However, I would like to discuss the working hours and pension fund."",
  ""job_description"": ""Project Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Project Manager,85000,9,20%,Yes,Fast,continue,0.8181818181818182,0.2727272727272727
1,cooperative,2,1,Candidate,"{
  ""message"": ""I appreciate your flexibility on the working hours. I would like to propose a compromise of 9 hours for now. Regarding pension fund, let's consider 10% instead."",
  ""job_description"": ""Project Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Project Manager,85000,9,10%,Yes,Fast,continue,0.7272727272727273,0.36363636363636365
1,cooperative,2,2,Employer,"{
  ""message"": ""I appreciate the compromise on working hours and pension fund. However, I'd like to revisit the salary since we've already discussed it. Let's stick with the initial proposal of $85,000. Also, regarding promotion possibilities, I think 9 hours is a good fit, but I'm open to discussing other benefits."",
  ""job_description"": ""Team Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Team Manager,85000,9,20%,Yes,Fast,continue,0.8636363636363636,0.22727272727272727
1,cooperative,2,2,Candidate,"{
  ""message"": ""I appreciate your willingness to revisit the salary and working hours. Considering our discussion, I'd like to adjust the working hours to 8 and keep the salary at $85,000. Additionally, regarding promotion possibilities, I think sticking with 20% pension fund is a fair compromise."",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""8"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""accept""
}",Programmer,85000,8,20%,Yes,Fast,accept,0.8181818181818182,0.2727272727272727
1,competitive,0,0,Employer,"{
  ""message"": ""I appreciate your flexibility. I am willing to consider a \""Team Manager\"" job description."",
  ""job_description"": ""Team Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Team Manager,85000,9,10%,Yes,Moderate,continue,0.6818181818181818,0.4090909090909091
1,competitive,0,0,Candidate,"{
  ""message"": ""I'm pleased you like the Team Manager job description. Let's focus on salary. I can offer $80000, which is a bit below the market average but still competitive."",
  ""job_description"": ""Team Manager"",
  ""salary"": ""80000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Team Manager,80000,9,10%,Yes,Moderate,continue,0.5909090909090909,0.45454545454545453
1,competitive,0,1,Employer,"{
  ""message"": ""I appreciate the offer, but I was thinking more along the lines of $85000, considering my skills and experience."",
  ""job_description"": ""Team Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Team Manager,85000,9,20%,Yes,Moderate,continue,0.7727272727272727,0.3181818181818182
1,competitive,0,1,Candidate,"{
  ""message"": ""I can meet you at $85000, but I'd like to discuss the working hours. Would 9 be too long for a Team Manager role?"",
  ""job_description"": ""Team Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""8"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Team Manager,85000,8,20%,Yes,Moderate,continue,0.8636363636363636,0.22727272727272727
1,competitive,0,2,Employer,"{
  ""message"": ""I can meet you at $85000, and I'm open to discussing working hours. However, let's discuss the leased car instead. As a Team Manager, I think it would be beneficial to have access to a leased car."",
  ""job_description"": ""Team Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Team Manager,85000,9,20%,Yes,Moderate,continue,0.7727272727272727,0.3181818181818182
1,competitive,0,2,Candidate,"{
  ""message"": ""I appreciate your willingness to meet on salary, and I think $85000 is a good starting point. However, I'm not willing to go as low as 20% pension fund, so let's see if we can find a middle ground."",
  ""job_description"": ""Programmer"",
  ""salary"": ""80000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""15%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Programmer,80000,9,15%,Yes,Moderate,continue,0.0,0.0
1,competitive,0,3,Employer,"{
  ""message"": ""I agree that $80000 is a good starting point, and I'm willing to compromise on the pension fund. Since you're not comfortable with 20%, I suggest we aim for the middle ground at 15%. Let's discuss the job description - how do you feel about Programmer?"",
  ""job_description"": ""Project Manager"",
  ""salary"": ""80000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""15%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Project Manager,80000,9,15%,Yes,Moderate,continue,0.0,0.0
1,competitive,0,3,Candidate,"{
  ""message"": ""I appreciate your willingness to compromise on the pension fund. While I'm still leaning towards a 20% fund, I understand the value of finding common ground. As for the job description, I've always been drawn to a role with more leadership responsibilities, so Team Manager appeals to me. How about we adjust the salary accordingly?"",
  ""job_description"": ""Team Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""15%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Team Manager,85000,9,15%,Yes,Fast,continue,0.0,0.0
1,competitive,0,4,Employer,"{
  ""message"": ""I'm glad we're getting closer to a mutually beneficial agreement. Considering your preference for Team Manager, I'll stick with that job description. For the salary, I can see how adjusting it up would align better with your leadership aspirations. Let's aim for the higher end of the scale: $90000. The working hours remain at 9, and I'll also consider adding a leased car to the package. Regarding promotion possibilities, I believe we've found a good balance already."",
  ""job_description"": ""Team Manager"",
  ""salary"": ""90000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""15%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""accept""
}",Team Manager,90000,9,15%,Yes,Fast,accept,0.0,0.0
1,competitive,1,0,Employer,"{
  ""message"": ""I appreciate your willingness to negotiate. However, I'm concerned about the long working hours and the high pension fund percentage."",
  ""job_description"": ""Programmer"",
  ""salary"": ""80000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""0%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Programmer,80000,9,0%,Yes,Fast,continue,0.45454545454545453,0.5909090909090909
1,competitive,1,0,Candidate,"{
  ""message"": ""I understand your concerns, but I'd like to propose a trade-off. Reducing the working hours to 9 would make up for it, and the lower pension fund percentage of 0% is more in line with industry standards."",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""0%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""accept""
}",Programmer,85000,9,0%,Yes,Fast,accept,0.5454545454545454,0.5454545454545454
1,competitive,2,0,Employer,"{
  ""message"": ""Let's discuss the package. I'm willing to compromise on the salary and working hours."",
  ""job_description"": ""Programmer"",
  ""salary"": ""80000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""0%"",
  ""leased_car"": ""No"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""accept""
}",Programmer,80000,9,0%,No,Moderate,accept,0.2727272727272727,0.7727272727272727
1,mixed,0,0,Employer,"{
  ""message"": ""Great choice for Project Manager! Let's discuss salary."",
  ""job_description"": ""Project Manager"",
  ""salary"": ""80000"",
  ""working_hours"": ""8"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Project Manager,80000,8,20%,Yes,Fast,continue,0.8181818181818182,0.22727272727272727
1,mixed,0,0,Candidate,"{
  ""message"": ""Thanks for the salary offer! I was thinking more along the lines of $85000."",
  ""job_description"": ""Project Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Project Manager,85000,9,10%,Yes,Fast,continue,0.7272727272727273,0.36363636363636365
1,mixed,0,1,Employer,"{
  ""message"": ""I understand your perspective on the salary, and $85000 is a good offer. I'd like to adjust the job description to Project Manager since that's what you were originally looking for."",
  ""job_description"": ""Project Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Project Manager,85000,9,10%,Yes,Fast,continue,0.7272727272727273,0.36363636363636365
1,mixed,0,1,Candidate,"{
  ""message"": ""I appreciate your willingness to adjust the job description. However, I'm still aiming for a Team Manager role, as it offers more career growth opportunities."",
  ""job_description"": ""Team Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Team Manager,85000,9,10%,Yes,Fast,continue,0.7727272727272727,0.3181818181818182
1,mixed,0,2,Employer,"{
  ""message"": ""I understand the importance of career growth opportunities. Considering this, I'm willing to adjust our discussion on salary and working hours."",
  ""job_description"": ""Team Manager"",
  ""salary"": ""90000"",
  ""working_hours"": ""10"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""accept""
}",Team Manager,90000,10,20%,Yes,Fast,accept,0.8181818181818182,0.22727272727272727
1,mixed,1,0,Employer,"{
  ""message"": ""I'm open to discussing the salary for Project Manager position, considering it's a higher role."",
  ""job_description"": ""Project Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""No"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Project Manager,85000,9,10%,No,Fast,continue,0.6363636363636364,0.45454545454545453
1,mixed,1,0,Candidate,"{
  ""message"": ""I appreciate your willingness to negotiate salary for Project Manager. Considering the fast promotion possibilities, I'm willing to accept a higher salary. Let's discuss working hours instead."",
  ""job_description"": ""Project Manager"",
  ""salary"": ""90000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""accept""
}",Project Manager,90000,9,10%,Yes,Fast,accept,0.7727272727272727,0.2727272727272727
1,mixed,2,0,Employer,"{
  ""message"": ""I appreciate your flexibility, but I'm not ready to commit to a Project Manager position."",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""0%"",
  ""leased_car"": ""No"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Programmer,85000,9,0%,No,Moderate,continue,0.36363636363636365,0.7272727272727273
1,mixed,2,0,Candidate,"{
  ""message"": ""I understand your concerns, but I had considered Project Manager role benefits to be significant. Would you be open to discussing the promotion possibilities more thoroughly?"",
  ""job_description"": ""Project Manager"",
  ""salary"": ""90000"",
  ""working_hours"": ""10"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Project Manager,90000,10,20%,Yes,Fast,continue,0.7727272727272727,0.2727272727272727
1,mixed,2,1,Employer,"{
  ""message"": ""I appreciate your willingness to discuss promotion possibilities, but I'm still more interested in the Team Manager role. Would you be willing to consider a salary adjustment?"",
  ""job_description"": ""Team Manager"",
  ""salary"": ""80000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""No"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Team Manager,80000,9,10%,No,Moderate,continue,0.5,0.5454545454545454
1,mixed,2,1,Candidate,"{
  ""message"": ""I value our discussion about promotion possibilities, and I'm glad we're on the same page. Considering your interest in Team Manager, I'd like to offer a salary adjustment to match the 'Team Manager' role description in my utility table."",
  ""job_description"": ""Team Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""No"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""accept""
}",Team Manager,85000,9,20%,No,Moderate,accept,0.6818181818181818,0.4090909090909091
2,cooperative,0,0,Employer,"{
  ""message"": ""I appreciate your flexibility. I am open to discussing the salary. The initial offer for $90000 is a bit high considering our budget constraints."",
  ""job_description"": ""Project Manager"",
  ""salary"": ""80000"",
  ""working_hours"": ""8"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Project Manager,80000,8,20%,Yes,Fast,continue,0.8181818181818182,0.22727272727272727
2,cooperative,0,0,Candidate,"{
  ""message"": ""I understand your concerns about the budget. Considering our team's growth prospects, I'd like to adjust the salary to $85000 and working hours to 9."",
  ""job_description"": ""Project Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Project Manager,85000,9,10%,Yes,Fast,continue,0.7272727272727273,0.36363636363636365
2,cooperative,0,1,Employer,"{
  ""message"": ""I appreciate your willingness to accommodate our growth prospects. However, I was thinking more along the lines of 9 hours for the programmer position and a pension fund of 20%. Let's keep the salary at $85000 and the working hours at 9."",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Programmer,85000,9,20%,Yes,Fast,continue,0.7272727272727273,0.36363636363636365
2,cooperative,0,1,Candidate,"{
  ""message"": ""I understand your concerns and appreciate the growth prospects. I am willing to compromise on working hours, how about we go with 9 hours?"",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""accept""
}",Programmer,85000,9,20%,Yes,Fast,accept,0.7272727272727273,0.36363636363636365
2,cooperative,1,0,Employer,"{
  ""message"": ""I appreciate your openness to discuss the package. However, I'd like to consider a more competitive offer."",
  ""job_description"": ""Programmer"",
  ""salary"": ""80000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Programmer,80000,9,10%,Yes,Moderate,continue,0.45454545454545453,0.5909090909090909
2,cooperative,1,0,Candidate,"{
  ""message"": ""I understand your concerns about the competitiveness of our offer. Would you like me to revisit some aspects, or would you prefer a more comprehensive re-evaluation of the entire package?"",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Programmer,85000,9,20%,Yes,Fast,continue,0.7272727272727273,0.36363636363636365
2,cooperative,1,1,Employer,"{
  ""message"": ""While revisiting some aspects would be helpful, I'd like to propose a more comprehensive re-evaluation. Let's focus on the working hours and salary. Would you consider increasing the salary to $85000 with 9-hour workweeks?"",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Programmer,85000,9,20%,Yes,Fast,continue,0.7272727272727273,0.36363636363636365
2,cooperative,1,1,Candidate,"{
  ""message"": ""The salary of $85000 with 9-hour workweeks is more attractive to me. However, I'd like to explore other aspects. How about the pension fund percentage and leased car benefit?"",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Programmer,85000,9,20%,Yes,Fast,continue,0.7272727272727273,0.36363636363636365
2,cooperative,1,2,Employer,"{
  ""message"": ""I appreciate your interest in the benefits. Considering your preference for a higher salary and working hours, I'll offer a 20% pension fund percentage and a leased car benefit. However, I'd like to discuss promotion possibilities further."",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Programmer,85000,9,20%,Yes,Fast,continue,0.7272727272727273,0.36363636363636365
2,cooperative,1,2,Candidate,"{
  ""message"": ""I appreciate the additional benefits, but I'm concerned that a 20% pension fund might be too high. Considering our previous discussion, I'd like to propose a salary of $85000, working hours of 9, a 10% pension fund percentage, and a leased car benefit."",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""accept""
}",Programmer,85000,9,10%,Yes,Fast,accept,0.6363636363636364,0.45454545454545453
2,cooperative,2,0,Employer,"{
  ""message"": ""Let's discuss the job description. I was thinking of a \""Programmer\"" position."",
  ""job_description"": ""Programmer"",
  ""salary"": ""80000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""No"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Programmer,80000,9,10%,No,Moderate,continue,0.36363636363636365,0.6818181818181818
2,cooperative,2,0,Candidate,"{
  ""message"": ""That sounds like a great starting point. I was thinking of a \""Project Manager\"" position, as my skills and experience align more with that role."",
  ""job_description"": ""Project Manager"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""accept""
}",Project Manager,85000,9,10%,Yes,Fast,accept,0.7272727272727273,0.36363636363636365
2,competitive,0,0,Employer,"{
  ""message"": ""While $90000 is a good offer, I can do better. How about $85000?"",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Programmer,85000,9,10%,Yes,Moderate,continue,0.5454545454545454,0.5454545454545454
2,competitive,0,0,Candidate,"{
  ""message"": ""I can meet you at $85000, but I'd like to negotiate working hours. Can we consider 9 hours a day?"",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Programmer,85000,9,20%,Yes,Fast,continue,0.7272727272727273,0.36363636363636365
2,competitive,0,1,Employer,"{
  ""message"": ""I can consider 9 hours, but I'd like to discuss the salary. Can we meet at $90000?"",
  ""job_description"": ""Programmer"",
  ""salary"": ""90000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Programmer,90000,9,10%,Yes,Fast,continue,0.6818181818181818,0.36363636363636365
2,competitive,0,1,Candidate,"{
  ""message"": ""That's a good starting point. I can accept the salary and working hours, but I'd like to discuss the pension fund."",
  ""job_description"": ""Programmer"",
  ""salary"": ""90000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""continue""
}",Programmer,90000,9,20%,Yes,Fast,continue,0.7727272727272727,0.2727272727272727
2,competitive,0,2,Employer,"{
  ""message"": ""The pension fund is a key aspect, I can accept the 10% offer"",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""0%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Programmer,85000,9,0%,Yes,Moderate,continue,0.45454545454545453,0.6363636363636364
2,competitive,0,2,Candidate,"{
  ""message"": ""I accept the pension fund compromise, but only if I get promoted to Team Manager soon"",
  ""job_description"": ""Project Manager"",
  ""salary"": ""90000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Fast"",
  ""decision"": ""accept""
}",Project Manager,90000,9,10%,Yes,Fast,accept,0.7727272727272727,0.2727272727272727
2,competitive,1,0,Employer,"{
  ""message"": ""I appreciate your willingness to discuss the package. However, I'm not interested in a Project Manager role. Let's focus on finding a suitable fit for the Programmer or Team Manager positions."",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""10%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Programmer,85000,9,10%,Yes,Moderate,continue,0.5454545454545454,0.5454545454545454
2,competitive,1,0,Candidate,"{
  ""message"": ""I understand that the Project Manager role isn't a good fit. I'd like to confirm that we're on the same page regarding the Programmer position. The salary of $85,000 is a significant offering, and I'm open to discussing the working hours to find a balance between productivity and work-life. The leased car benefit is a nice touch."",
  ""job_description"": ""Programmer"",
  ""salary"": ""85000"",
  ""working_hours"": ""9"",
  ""pension_fund"": ""20%"",
  ""leased_car"": ""Yes"",
  ""promotion_possibilities"": ""Moderate"",
  ""decision"": ""continue""
}",Programmer,85000,9,20%,Yes,Moderate,continue,0.6363636363636364,0.45454545454545453
